filename,sample_bucket,category,package,take_actor,actor_height_cm,actor_gender,move_duration_frames,duration_s,content_body_position,content_type_of_movement,content_uniform_style,is_mirror,move_soma_uniform_path,move_g1_path
cellphone_looking_for_service_walk_R_001__A425,bulk,Object Interaction,Everyday,A425,175,F,1058,8.816666666666666,standing,action,neutral,False,soma_uniform/bvh/230711/cellphone_looking_for_service_walk_R_001__A425.bvh,g1/csv/230711/cellphone_looking_for_service_walk_R_001__A425.csv
cellphone_record_sequence_fast_R_001__A428,bulk,Object Interaction,Everyday,A428,183,M,2072,17.266666666666666,standing,action,neutral,False,soma_uniform/bvh/230713/cellphone_record_sequence_fast_R_001__A428.bvh,g1/csv/230713/cellphone_record_sequence_fast_R_001__A428.csv
cellphone_record_sequence_fast_R_001__A429,bulk,Object Interaction,Everyday,A429,178,M,2117,17.641666666666666,standing,action,neutral,False,soma_uniform/bvh/230713/cellphone_record_sequence_fast_R_001__A429.bvh,g1/csv/230713/cellphone_record_sequence_fast_R_001__A429.csv
cellphone_record_sequence_fast_R_001__A429_M,bulk,Object Interaction,Everyday,A429,178,M,2117,17.641666666666666,standing,action,neutral,True,soma_uniform/bvh/230713/cellphone_record_sequence_fast_R_001__A429_M.bvh,g1/csv/230713/cellphone_record_sequence_fast_R_001__A429_M.csv
cellphone_record_sequence_fast_R_001__A431,bulk,Object Interaction,Everyday,A431,193,M,1745,14.541666666666666,standing,action,neutral,False,soma_uniform/bvh/230713/cellphone_record_sequence_fast_R_001__A431.bvh,g1/csv/230713/cellphone_record_sequence_fast_R_001__A431.csv
cellphone_record_sequence_fast_R_001__A431_M,bulk,Object Interaction,Everyday,A431,193,M,1745,14.541666666666666,standing,action,neutral,True,soma_uniform/bvh/230713/cellphone_record_sequence_fast_R_001__A431_M.bvh,g1/csv/230713/cellphone_record_sequence_fast_R_001__A431_M.csv
cellphone_selfie_sequence_R_001__A427_M,bulk,Object Interaction,Everyday,A427,168,F,1091,9.091666666666667,standing,action,neutral,True,soma_uniform/bvh/230711/cellphone_selfie_sequence_R_001__A427_M.bvh,g1/csv/230711/cellphone_selfie_sequence_R_001__A427_M.csv
cellphone_selfie_sitting_R_001__A425_M,bulk,Object Interaction,Everyday,A425,175,F,859,7.158333333333333,sitting,action,neutral,True,soma_uniform/bvh/230711/cellphone_selfie_sitting_R_001__A425_M.bvh,g1/csv/230711/cellphone_selfie_sitting_R_001__A425_M.csv
cellphone_selfie_stand_R_002__A424,bulk,Object Interaction,Everyday,A424,177,M,457,3.808333333333333,standing,action,neutral,False,soma_uniform/bvh/230711/cellphone_selfie_stand_R_002__A424.bvh,g1/csv/230711/cellphone_selfie_stand_R_002__A424.csv
cellphone_selfie_walk_R_001__A423_M,bulk,Object Interaction,Everyday,A423,171,M,783,6.525,standing,action,neutral,True,soma_uniform/bvh/230711/cellphone_selfie_walk_R_001__A423_M.bvh,g1/csv/230711/cellphone_selfie_walk_R_001__A423_M.csv
cellphone_talking_sitting_R_001__A423,sitting_furniture,Object Interaction,Everyday,A423,171,M,1704,14.2,sitting,action,neutral,False,soma_uniform/bvh/230711/cellphone_talking_sitting_R_001__A423.bvh,g1/csv/230711/cellphone_talking_sitting_R_001__A423.csv
cellphone_talking_sitting_R_001__A424_M,sitting_furniture,Object Interaction,Everyday,A424,177,M,1232,10.266666666666667,sitting,action,neutral,True,soma_uniform/bvh/230711/cellphone_talking_sitting_R_001__A424_M.bvh,g1/csv/230711/cellphone_talking_sitting_R_001__A424_M.csv
cellphone_talking_sitting_R_001__A425,sitting_furniture,Object Interaction,Everyday,A425,175,F,1802,15.016666666666667,sitting,action,neutral,False,soma_uniform/bvh/230711/cellphone_talking_sitting_R_001__A425.bvh,g1/csv/230711/cellphone_talking_sitting_R_001__A425.csv
cellphone_talking_sitting_R_001__A425_M,sitting_furniture,Object Interaction,Everyday,A425,175,F,1802,15.016666666666667,sitting,action,neutral,True,soma_uniform/bvh/230711/cellphone_talking_sitting_R_001__A425_M.bvh,g1/csv/230711/cellphone_talking_sitting_R_001__A425_M.csv
cellphone_talking_sitting_R_001__A426,sitting_furniture,Object Interaction,Everyday,A426,194,M,1835,15.291666666666666,sitting,action,neutral,False,soma_uniform/bvh/230711/cellphone_talking_sitting_R_001__A426.bvh,g1/csv/230711/cellphone_talking_sitting_R_001__A426.csv
cellphone_talking_stand_idle_R_001__A423,bulk,Object Interaction,Everyday,A423,171,M,1575,13.125,standing,action,neutral,False,soma_uniform/bvh/230711/cellphone_talking_stand_idle_R_001__A423.bvh,g1/csv/230711/cellphone_talking_stand_idle_R_001__A423.csv
cellphone_typing_sequence_one_hand_R_001__A425_M,bulk,Object Interaction,Everyday,A425,175,F,1028,8.566666666666666,standing,action,neutral,True,soma_uniform/bvh/230711/cellphone_typing_sequence_one_hand_R_001__A425_M.bvh,g1/csv/230711/cellphone_typing_sequence_one_hand_R_001__A425_M.csv
cellphone_typing_sequence_one_hand_idle_R_001__A426,bulk,Object Interaction,Everyday,A426,194,M,1955,16.291666666666668,standing,action,neutral,False,soma_uniform/bvh/230711/cellphone_typing_sequence_one_hand_idle_R_001__A426.bvh,g1/csv/230711/cellphone_typing_sequence_one_hand_idle_R_001__A426.csv
cellphone_typing_sitting_one_hand_idle_R_001__A424,bulk,Object Interaction,Everyday,A424,177,M,1515,12.625,sitting,action,neutral,False,soma_uniform/bvh/230711/cellphone_typing_sitting_one_hand_idle_R_001__A424.bvh,g1/csv/230711/cellphone_typing_sitting_one_hand_idle_R_001__A424.csv
cellphone_typing_sitting_one_hand_idle_R_001__A426_M,sitting_furniture,Object Interaction,Everyday,A426,194,M,1514,12.616666666666667,sitting,action,neutral,True,soma_uniform/bvh/230711/cellphone_typing_sitting_one_hand_idle_R_001__A426_M.bvh,g1/csv/230711/cellphone_typing_sitting_one_hand_idle_R_001__A426_M.csv
cellphone_typing_stand_one_hand_idle_R_001__A423_M,bulk,Object Interaction,Everyday,A423,171,M,1624,13.533333333333333,standing,action,neutral,True,soma_uniform/bvh/230711/cellphone_typing_stand_one_hand_idle_R_001__A423_M.bvh,g1/csv/230711/cellphone_typing_stand_one_hand_idle_R_001__A423_M.csv
cellphone_typing_walk_one_hand_R_001__A426_M,bulk,Object Interaction,Everyday,A426,194,M,623,5.191666666666666,standing,action,neutral,True,soma_uniform/bvh/230711/cellphone_typing_walk_one_hand_R_001__A426_M.bvh,g1/csv/230711/cellphone_typing_walk_one_hand_R_001__A426_M.csv
cellphone_typing_walk_two_hands_R_001__A424,bulk,Object Interaction,Everyday,A424,177,M,618,5.15,standing,action,neutral,False,soma_uniform/bvh/230711/cellphone_typing_walk_two_hands_R_001__A424.bvh,g1/csv/230711/cellphone_typing_walk_two_hands_R_001__A424.csv
cellphone_typing_walk_two_hands_R_001__A427_M,bulk,Object Interaction,Everyday,A427,168,F,618,5.15,standing,action,neutral,True,soma_uniform/bvh/230711/cellphone_typing_walk_two_hands_R_001__A427_M.bvh,g1/csv/230711/cellphone_typing_walk_two_hands_R_001__A427_M.csv
cellpone_put_away_stand_R_001__A423,bulk,Object Interaction,Everyday,A423,171,M,519,4.325,standing,action,neutral,False,soma_uniform/bvh/230711/cellpone_put_away_stand_R_001__A423.bvh,g1/csv/230711/cellpone_put_away_stand_R_001__A423.csv
cellpone_put_away_stand_R_001__A424_M,bulk,Object Interaction,Everyday,A424,177,M,914,7.616666666666666,standing,action,neutral,True,soma_uniform/bvh/230711/cellpone_put_away_stand_R_001__A424_M.bvh,g1/csv/230711/cellpone_put_away_stand_R_001__A424_M.csv
cellpone_take_out_stand_R_001__A425,bulk,Object Interaction,Everyday,A425,175,F,376,3.1333333333333333,standing,action,neutral,False,soma_uniform/bvh/230711/cellpone_take_out_stand_R_001__A425.bvh,g1/csv/230711/cellpone_take_out_stand_R_001__A425.csv
cellpone_take_out_stand_R_001__A427,bulk,Object Interaction,Everyday,A427,168,F,412,3.433333333333333,standing,action,neutral,False,soma_uniform/bvh/230711/cellpone_take_out_stand_R_001__A427.bvh,g1/csv/230711/cellpone_take_out_stand_R_001__A427.csv
chainsaw_cutting_tree_horizontal_R_002__A300,bulk,Object Manipulation,Interactions,A300,177,M,2694,22.45,standing,action,neutral,False,soma_uniform/bvh/230323/chainsaw_cutting_tree_horizontal_R_002__A300.bvh,g1/csv/230323/chainsaw_cutting_tree_horizontal_R_002__A300.csv
chainsaw_cutting_tree_horizontal_R_002__A301_M,bulk,Object Manipulation,Interactions,A301,167,F,2457,20.475,standing,action,neutral,True,soma_uniform/bvh/230323/chainsaw_cutting_tree_horizontal_R_002__A301_M.bvh,g1/csv/230323/chainsaw_cutting_tree_horizontal_R_002__A301_M.csv
chainsaw_cutting_tree_horizontal_R_002__A302,bulk,Object Manipulation,Interactions,A302,169,M,3005,25.041666666666668,standing,action,neutral,False,soma_uniform/bvh/230323/chainsaw_cutting_tree_horizontal_R_002__A302.bvh,g1/csv/230323/chainsaw_cutting_tree_horizontal_R_002__A302.csv
chainsaw_cutting_tree_vertical_R_001__A300,bulk,Object Manipulation,Interactions,A300,177,M,2287,19.058333333333334,standing,action,neutral,False,soma_uniform/bvh/230323/chainsaw_cutting_tree_vertical_R_001__A300.bvh,g1/csv/230323/chainsaw_cutting_tree_vertical_R_001__A300.csv
chainsaw_cutting_tree_vertical_R_001__A302,bulk,Object Manipulation,Interactions,A302,169,M,1873,15.608333333333333,standing,action,neutral,False,soma_uniform/bvh/230323/chainsaw_cutting_tree_vertical_R_001__A302.bvh,g1/csv/230323/chainsaw_cutting_tree_vertical_R_001__A302.csv
chainsaw_cutting_tree_vertical_R_002__A297,bulk,Object Manipulation,Interactions,A297,177,M,3474,28.95,standing,action,neutral,False,soma_uniform/bvh/230322/chainsaw_cutting_tree_vertical_R_002__A297.bvh,g1/csv/230322/chainsaw_cutting_tree_vertical_R_002__A297.csv
chainsaw_cutting_tree_vertical_R_002__A300,bulk,Object Manipulation,Interactions,A300,177,M,2617,21.808333333333334,standing,action,neutral,False,soma_uniform/bvh/230323/chainsaw_cutting_tree_vertical_R_002__A300.bvh,g1/csv/230323/chainsaw_cutting_tree_vertical_R_002__A300.csv
chainsaw_cutting_tree_vertical_R_002__A301,bulk,Object Manipulation,Interactions,A301,167,F,2290,19.083333333333332,standing,action,neutral,False,soma_uniform/bvh/230323/chainsaw_cutting_tree_vertical_R_002__A301.bvh,g1/csv/230323/chainsaw_cutting_tree_vertical_R_002__A301.csv
chainsaw_cutting_tree_vertical_R_003__A302_M,bulk,Object Manipulation,Interactions,A302,169,M,2031,16.925,standing,action,neutral,True,soma_uniform/bvh/230323/chainsaw_cutting_tree_vertical_R_003__A302_M.bvh,g1/csv/230323/chainsaw_cutting_tree_vertical_R_003__A302_M.csv
chainsaw_cutting_tree_vertical_R_003__A303_M,bulk,Object Manipulation,Interactions,A303,196,M,1940,16.166666666666668,standing,action,neutral,True,soma_uniform/bvh/230323/chainsaw_cutting_tree_vertical_R_003__A303_M.bvh,g1/csv/230323/chainsaw_cutting_tree_vertical_R_003__A303_M.csv
chainsaw_cutting_tree_vertical_R_102__A298_M,bulk,Object Manipulation,Interactions,A298,181,M,2597,21.641666666666666,standing,action,neutral,True,soma_uniform/bvh/230322/chainsaw_cutting_tree_vertical_R_102__A298_M.bvh,g1/csv/230322/chainsaw_cutting_tree_vertical_R_102__A298_M.csv
chainsaw_cutting_tree_vertical_R_103__A296_M,bulk,Object Manipulation,Interactions,A296,169,F,2597,21.641666666666666,standing,action,neutral,True,soma_uniform/bvh/230322/chainsaw_cutting_tree_vertical_R_103__A296_M.bvh,g1/csv/230322/chainsaw_cutting_tree_vertical_R_103__A296_M.csv
chainsaw_idle_R_001__A300_M,bulk,Object Manipulation,Interactions,A300,177,M,3489,29.075,standing,standing idle,neutral,True,soma_uniform/bvh/230323/chainsaw_idle_R_001__A300_M.bvh,g1/csv/230323/chainsaw_idle_R_001__A300_M.csv
chainsaw_idle_R_001__A303,bulk,Object Manipulation,Interactions,A303,196,M,3490,29.083333333333332,standing,standing idle,neutral,False,soma_uniform/bvh/230323/chainsaw_idle_R_001__A303.bvh,g1/csv/230323/chainsaw_idle_R_001__A303.csv
chainsaw_idle_R_002__A297_M,bulk,Object Manipulation,Interactions,A297,177,M,1644,13.7,standing,standing idle,neutral,True,soma_uniform/bvh/230322/chainsaw_idle_R_002__A297_M.bvh,g1/csv/230322/chainsaw_idle_R_002__A297_M.csv
chainsaw_idle_R_002__A301,bulk,Object Manipulation,Interactions,A301,167,F,3345,27.875,standing,standing idle,neutral,False,soma_uniform/bvh/230323/chainsaw_idle_R_002__A301.bvh,g1/csv/230323/chainsaw_idle_R_002__A301.csv
chainsaw_idle_R_002__A301_M,bulk,Object Manipulation,Interactions,A301,167,F,3344,27.866666666666667,standing,standing idle,neutral,True,soma_uniform/bvh/230323/chainsaw_idle_R_002__A301_M.bvh,g1/csv/230323/chainsaw_idle_R_002__A301_M.csv
chainsaw_idle_R_003__A303,bulk,Object Manipulation,Interactions,A303,196,M,2680,22.333333333333332,standing,standing idle,neutral,False,soma_uniform/bvh/230323/chainsaw_idle_R_003__A303.bvh,g1/csv/230323/chainsaw_idle_R_003__A303.csv
chair_overturning_180_R_002__A501_M,bulk,Object Interaction,Interactions,A501,174,F,354,2.95,"standing, leaning",walking,neutral,True,soma_uniform/bvh/231110/chair_overturning_180_R_002__A501_M.bvh,g1/csv/231110/chair_overturning_180_R_002__A501_M.csv
chair_overturning_270_R_001__A500,bulk,Object Interaction,Interactions,A500,171,F,397,3.308333333333333,"standing, leaning",walking,neutral,False,soma_uniform/bvh/231110/chair_overturning_270_R_001__A500.bvh,g1/csv/231110/chair_overturning_270_R_001__A500.csv
chair_overturning_270_R_001__A503_M,bulk,Object Interaction,Interactions,A503,188,M,395,3.2916666666666665,"standing, leaning",walking,neutral,True,soma_uniform/bvh/231110/chair_overturning_270_R_001__A503_M.bvh,g1/csv/231110/chair_overturning_270_R_001__A503_M.csv
chair_overturning_360_R_001__A501,bulk,Object Interaction,Interactions,A501,174,F,581,4.841666666666667,"standing, leaning",walking,neutral,False,soma_uniform/bvh/231110/chair_overturning_360_R_001__A501.bvh,g1/csv/231110/chair_overturning_360_R_001__A501.csv
chair_overturning_360_R_001__A501_M,bulk,Object Interaction,Interactions,A501,174,F,581,4.841666666666667,"standing, leaning",walking,neutral,True,soma_uniform/bvh/231110/chair_overturning_360_R_001__A501_M.bvh,g1/csv/231110/chair_overturning_360_R_001__A501_M.csv
chair_overturning_360_R_001__A502_M,bulk,Object Interaction,Interactions,A502,181,F,648,5.4,"standing, leaning",walking,neutral,True,soma_uniform/bvh/231110/chair_overturning_360_R_001__A502_M.bvh,g1/csv/231110/chair_overturning_360_R_001__A502_M.csv
change_idle_crawl_to_idle_crawl_right_001__A125_M,ground_contact,Unusual Locomotion,Gaming,A125,175,F,525,4.375,crawling,transition,neutral,True,soma_uniform/bvh/230119/change_idle_crawl_to_idle_crawl_right_001__A125_M.bvh,g1/csv/230119/change_idle_crawl_to_idle_crawl_right_001__A125_M.csv
change_idle_crawl_to_idle_crawl_right_001__A128_M,bulk,Unusual Locomotion,Gaming,A128,181,M,525,4.375,crawling,transition,neutral,True,soma_uniform/bvh/230119/change_idle_crawl_to_idle_crawl_right_001__A128_M.bvh,g1/csv/230119/change_idle_crawl_to_idle_crawl_right_001__A128_M.csv
change_idle_crawl_to_idle_crawl_right_001__A129_M,bulk,Unusual Locomotion,Gaming,A129,177,M,525,4.375,crawling,transition,neutral,True,soma_uniform/bvh/230119/change_idle_crawl_to_idle_crawl_right_001__A129_M.bvh,g1/csv/230119/change_idle_crawl_to_idle_crawl_right_001__A129_M.csv
change_idle_crawl_to_idle_crawl_right_002__A125_M,bulk,Unusual Locomotion,Gaming,A125,175,F,505,4.208333333333333,crawling,transition,neutral,True,soma_uniform/bvh/230119/change_idle_crawl_to_idle_crawl_right_002__A125_M.bvh,g1/csv/230119/change_idle_crawl_to_idle_crawl_right_002__A125_M.csv
change_idle_crawl_to_idle_crawl_right_002__A126_M,bulk,Unusual Locomotion,Gaming,A126,169,F,505,4.208333333333333,crawling,transition,neutral,True,soma_uniform/bvh/230119/change_idle_crawl_to_idle_crawl_right_002__A126_M.bvh,g1/csv/230119/change_idle_crawl_to_idle_crawl_right_002__A126_M.csv
change_idle_crawl_to_idle_crawl_right_002__A127_M,bulk,Unusual Locomotion,Gaming,A127,183,M,505,4.208333333333333,crawling,transition,neutral,True,soma_uniform/bvh/230119/change_idle_crawl_to_idle_crawl_right_002__A127_M.bvh,g1/csv/230119/change_idle_crawl_to_idle_crawl_right_002__A127_M.csv
change_idle_crawl_to_idle_crawl_right_003__A125_M,ground_contact,Unusual Locomotion,Gaming,A125,175,F,490,4.083333333333333,crawling,transition,neutral,True,soma_uniform/bvh/230119/change_idle_crawl_to_idle_crawl_right_003__A125_M.bvh,g1/csv/230119/change_idle_crawl_to_idle_crawl_right_003__A125_M.csv
change_idle_crawl_to_idle_crawl_right_003__A126_M,ground_contact,Unusual Locomotion,Gaming,A126,169,F,490,4.083333333333333,crawling,transition,neutral,True,soma_uniform/bvh/230119/change_idle_crawl_to_idle_crawl_right_003__A126_M.bvh,g1/csv/230119/change_idle_crawl_to_idle_crawl_right_003__A126_M.csv
change_idle_crawl_to_idle_crawl_right_003__A127_M,ground_contact,Unusual Locomotion,Gaming,A127,183,M,490,4.083333333333333,crawling,transition,neutral,True,soma_uniform/bvh/230119/change_idle_crawl_to_idle_crawl_right_003__A127_M.bvh,g1/csv/230119/change_idle_crawl_to_idle_crawl_right_003__A127_M.csv
change_idle_crawl_to_idle_crawl_right_003__A128_M,ground_contact,Unusual Locomotion,Gaming,A128,181,M,490,4.083333333333333,crawling,transition,neutral,True,soma_uniform/bvh/230119/change_idle_crawl_to_idle_crawl_right_003__A128_M.bvh,g1/csv/230119/change_idle_crawl_to_idle_crawl_right_003__A128_M.csv
change_idle_crouch_right_to_idle_crouch_102__A126,bulk,Advanced Locomotion,Locomotion,A126,169,F,441,3.675,crouching,transition,neutral,False,soma_uniform/bvh/230119/change_idle_crouch_right_to_idle_crouch_102__A126.bvh,g1/csv/230119/change_idle_crouch_right_to_idle_crouch_102__A126.csv
change_idle_left_to_idle_002__A030_M,bulk,Basic Locomotion Neutral,Locomotion,A030,176,F,559,4.658333333333333,standing,transition,neutral,True,soma_uniform/bvh/220720/change_idle_left_to_idle_002__A030_M.bvh,g1/csv/220720/change_idle_left_to_idle_002__A030_M.csv
change_idle_right_to_idle_001__A029_M,bulk,Basic Locomotion Neutral,Locomotion,A029,155,F,524,4.366666666666666,standing,transition,neutral,True,soma_uniform/bvh/220720/change_idle_right_to_idle_001__A029_M.bvh,g1/csv/220720/change_idle_right_to_idle_001__A029_M.csv
change_idle_right_to_idle_002__A026,bulk,Basic Locomotion Neutral,Locomotion,A026,145,F,890,7.416666666666667,standing,transition,neutral,False,soma_uniform/bvh/220714/change_idle_right_to_idle_002__A026.bvh,g1/csv/220714/change_idle_right_to_idle_002__A026.csv
change_idle_right_to_idle_002__A030,bulk,Basic Locomotion Neutral,Locomotion,A030,176,F,545,4.541666666666667,standing,transition,neutral,False,soma_uniform/bvh/220720/change_idle_right_to_idle_002__A030.bvh,g1/csv/220720/change_idle_right_to_idle_002__A030.csv
change_idle_right_to_idle_002__A044,bulk,Basic Locomotion Neutral,Locomotion,A044,167,M,605,5.041666666666667,standing,transition,neutral,False,soma_uniform/bvh/220728/change_idle_right_to_idle_002__A044.bvh,g1/csv/220728/change_idle_right_to_idle_002__A044.csv
change_idle_right_to_idle_003__A026,bulk,Basic Locomotion Neutral,Locomotion,A026,145,F,765,6.375,standing,transition,neutral,False,soma_uniform/bvh/220714/change_idle_right_to_idle_003__A026.bvh,g1/csv/220714/change_idle_right_to_idle_003__A026.csv
change_idle_to_idle_left_001__A035,bulk,Basic Locomotion Neutral,Locomotion,A035,198,M,1285,10.708333333333334,standing,transition,neutral,False,soma_uniform/bvh/220721/change_idle_to_idle_left_001__A035.bvh,g1/csv/220721/change_idle_to_idle_left_001__A035.csv
change_idle_to_idle_left_001__A038,bulk,Basic Locomotion Neutral,Locomotion,A038,178,F,1010,8.416666666666666,standing,transition,neutral,False,soma_uniform/bvh/220727/change_idle_to_idle_left_001__A038.bvh,g1/csv/220727/change_idle_to_idle_left_001__A038.csv
change_idle_to_idle_left_003__A023_M,bulk,Basic Locomotion Neutral,Locomotion,A023,190,M,869,7.241666666666666,standing,transition,neutral,True,soma_uniform/bvh/220713/change_idle_to_idle_left_003__A023_M.bvh,g1/csv/220713/change_idle_to_idle_left_003__A023_M.csv
change_idle_to_idle_left_004__A023_M,bulk,Basic Locomotion Neutral,Locomotion,A023,190,M,839,6.991666666666666,standing,transition,neutral,True,soma_uniform/bvh/220713/change_idle_to_idle_left_004__A023_M.bvh,g1/csv/220713/change_idle_to_idle_left_004__A023_M.csv
change_idle_to_idle_left_004__A029_M,bulk,Basic Locomotion Neutral,Locomotion,A029,155,F,849,7.075,standing,transition,neutral,True,soma_uniform/bvh/220720/change_idle_to_idle_left_004__A029_M.bvh,g1/csv/220720/change_idle_to_idle_left_004__A029_M.csv
change_idle_to_idle_left_005__A034,bulk,Basic Locomotion Neutral,Locomotion,A034,183,F,935,7.791666666666667,standing,transition,neutral,False,soma_uniform/bvh/220721/change_idle_to_idle_left_005__A034.bvh,g1/csv/220721/change_idle_to_idle_left_005__A034.csv
checking_time_R_001__A098_M,bulk,Gestures,Communication,A098,168,F,358,2.9833333333333334,standing,action,neutral,True,soma_uniform/bvh/230103/checking_time_R_001__A098_M.bvh,g1/csv/230103/checking_time_R_001__A098_M.csv
checking_time_R_001__A141,bulk,Gestures,Communication,A141,168,F,385,3.2083333333333335,standing,action,neutral,False,soma_uniform/bvh/230124/checking_time_R_001__A141.bvh,g1/csv/230124/checking_time_R_001__A141.csv
checking_time_R_001__A411,bulk,Gestures,Communication,A411,179,M,383,3.191666666666667,standing,action,neutral,False,soma_uniform/bvh/230530/checking_time_R_001__A411.bvh,g1/csv/230530/checking_time_R_001__A411.csv
checking_time_R_002__A164_M,bulk,Gestures,Communication,A164,171,M,329,2.7416666666666667,standing,action,neutral,True,soma_uniform/bvh/230201/checking_time_R_002__A164_M.bvh,g1/csv/230201/checking_time_R_002__A164_M.csv
checking_time_R_002__A185,bulk,Gestures,Communication,A185,171,M,334,2.783333333333333,standing,action,neutral,False,soma_uniform/bvh/230213/checking_time_R_002__A185.bvh,g1/csv/230213/checking_time_R_002__A185.csv
checking_time_R_002__A276,bulk,Gestures,Communication,A276,174,M,532,4.433333333333334,standing,action,neutral,False,soma_uniform/bvh/230315/checking_time_R_002__A276.bvh,g1/csv/230315/checking_time_R_002__A276.csv
checking_time_R_002__A410_M,bulk,Gestures,Communication,A410,169,F,413,3.441666666666667,standing,action,neutral,True,soma_uniform/bvh/230530/checking_time_R_002__A410_M.bvh,g1/csv/230530/checking_time_R_002__A410_M.csv
checking_time_R_002__A412_M,bulk,Gestures,Communication,A412,179,M,403,3.3583333333333334,standing,action,neutral,True,soma_uniform/bvh/230530/checking_time_R_002__A412_M.bvh,g1/csv/230530/checking_time_R_002__A412_M.csv
checking_time_R_101__A168_M,bulk,Gestures,Communication,A168,187,M,356,2.966666666666667,standing,action,neutral,True,soma_uniform/bvh/230201/checking_time_R_101__A168_M.bvh,g1/csv/230201/checking_time_R_101__A168_M.csv
checking_time_R_102__A165,bulk,Gestures,Communication,A165,169,F,293,2.441666666666667,standing,action,neutral,False,soma_uniform/bvh/230201/checking_time_R_102__A165.bvh,g1/csv/230201/checking_time_R_102__A165.csv
checking_time_R_103__A165,bulk,Gestures,Communication,A165,169,F,397,3.308333333333333,standing,action,neutral,False,soma_uniform/bvh/230201/checking_time_R_103__A165.bvh,g1/csv/230201/checking_time_R_103__A165.csv
chefs_kiss_R_001__A270_M,bulk,Gestures,Communication,A270,174,M,669,5.575,standing,gesture,neutral,True,soma_uniform/bvh/230314/chefs_kiss_R_001__A270_M.bvh,g1/csv/230314/chefs_kiss_R_001__A270_M.csv
chefs_kiss_R_001__A405,bulk,Gestures,Communication,A405,169,F,837,6.975,standing,gesture,neutral,False,soma_uniform/bvh/230529/chefs_kiss_R_001__A405.bvh,g1/csv/230529/chefs_kiss_R_001__A405.csv
chefs_kiss_R_001__A409_M,bulk,Gestures,Communication,A409,184,M,561,4.675,standing,gesture,neutral,True,soma_uniform/bvh/230529/chefs_kiss_R_001__A409_M.bvh,g1/csv/230529/chefs_kiss_R_001__A409_M.csv
chefs_kiss_R_002__A048,bulk,Gestures,Communication,A048,166,M,498,4.15,standing,gesture,neutral,False,soma_uniform/bvh/221010/chefs_kiss_R_002__A048.bvh,g1/csv/221010/chefs_kiss_R_002__A048.csv
chefs_kiss_R_002__A048_M,bulk,Gestures,Communication,A048,166,M,498,4.15,standing,gesture,neutral,True,soma_uniform/bvh/221010/chefs_kiss_R_002__A048_M.bvh,g1/csv/221010/chefs_kiss_R_002__A048_M.csv
chefs_kiss_R_002__A051_M,bulk,Gestures,Communication,A051,189,M,383,3.191666666666667,standing,gesture,neutral,True,soma_uniform/bvh/221011/chefs_kiss_R_002__A051_M.bvh,g1/csv/221011/chefs_kiss_R_002__A051_M.csv
chefs_kiss_R_002__A061,bulk,Gestures,Communication,A061,157,M,429,3.575,standing,gesture,neutral,False,soma_uniform/bvh/221115/chefs_kiss_R_002__A061.bvh,g1/csv/221115/chefs_kiss_R_002__A061.csv
chefs_kiss_R_002__A067_M,bulk,Gestures,Communication,A067,190,M,265,2.2083333333333335,standing,gesture,neutral,True,soma_uniform/bvh/221117/chefs_kiss_R_002__A067_M.bvh,g1/csv/221117/chefs_kiss_R_002__A067_M.csv
chefs_kiss_R_002__A263,bulk,Gestures,Communication,A263,168,F,474,3.95,standing,gesture,neutral,False,soma_uniform/bvh/230310/chefs_kiss_R_002__A263.bvh,g1/csv/230310/chefs_kiss_R_002__A263.csv
chefs_kiss_R_002__A263_M,bulk,Gestures,Communication,A263,168,F,474,3.95,standing,gesture,neutral,True,soma_uniform/bvh/230310/chefs_kiss_R_002__A263_M.bvh,g1/csv/230310/chefs_kiss_R_002__A263_M.csv
chefs_kiss_R_002__A264,bulk,Gestures,Communication,A264,182,M,594,4.95,standing,gesture,neutral,False,soma_uniform/bvh/230310/chefs_kiss_R_002__A264.bvh,g1/csv/230310/chefs_kiss_R_002__A264.csv
chefs_kiss_R_003__A053_M,bulk,Gestures,Communication,A053,151,F,437,3.6416666666666666,standing,gesture,neutral,True,soma_uniform/bvh/221012/chefs_kiss_R_003__A053_M.bvh,g1/csv/221012/chefs_kiss_R_003__A053_M.csv
chefs_kiss_R_003__A054,bulk,Gestures,Communication,A054,179,F,597,4.975,standing,gesture,neutral,False,soma_uniform/bvh/221012/chefs_kiss_R_003__A054.bvh,g1/csv/221012/chefs_kiss_R_003__A054.csv
chefs_kiss_R_003__A056,bulk,Gestures,Communication,A056,169,M,545,4.541666666666667,standing,gesture,neutral,False,soma_uniform/bvh/221012/chefs_kiss_R_003__A056.bvh,g1/csv/221012/chefs_kiss_R_003__A056.csv
chefs_kiss_R_003__A059,bulk,Gestures,Communication,A059,183,F,785,6.541666666666667,standing,gesture,neutral,False,soma_uniform/bvh/221115/chefs_kiss_R_003__A059.bvh,g1/csv/221115/chefs_kiss_R_003__A059.csv
chefs_kiss_R_003__A142,bulk,Gestures,Communication,A142,182,M,442,3.683333333333333,standing,gesture,neutral,False,soma_uniform/bvh/230124/chefs_kiss_R_003__A142.bvh,g1/csv/230124/chefs_kiss_R_003__A142.csv
chefs_kiss_R_003__A263,bulk,Gestures,Communication,A263,168,F,466,3.8833333333333333,standing,gesture,neutral,False,soma_uniform/bvh/230310/chefs_kiss_R_003__A263.bvh,g1/csv/230310/chefs_kiss_R_003__A263.csv
